,birthdate,good_bad_flag,age
2222,1986-04-11,Bad,36.7
2223,1986-04-11,Bad,36.7
2224,1986-04-11,Bad,36.7
2225,1986-04-11,Bad,36.7
2226,1986-04-11,Bad,36.7
2227,1986-04-11,Bad,36.7
2228,1986-04-11,Bad,36.7
2229,1986-04-11,Bad,36.7
2230,1986-04-11,Bad,36.7
2231,1979-04-13,Good,43.7
2232,1979-04-13,Good,43.7
2233,1979-04-13,Good,43.7
2234,1979-04-13,Good,43.7
2235,1980-09-04,Good,42.3
2236,1980-09-04,Good,42.3
2237,1980-09-04,Good,42.3
2238,1980-09-04,Good,42.3
2239,1980-09-04,Good,42.3
2240,1980-09-04,Good,42.3
2241,1979-04-23,Bad,43.6
2242,1979-04-23,Bad,43.6
2243,1979-04-23,Bad,43.6
2244,1979-04-23,Bad,43.6
2245,1979-04-23,Bad,43.6
2246,1979-04-23,Bad,43.6
2247,1979-04-23,Bad,43.6
2248,1979-04-23,Bad,43.6
2249,1971-09-23,Bad,51.2
2250,1971-09-23,Bad,51.2
2251,1971-09-23,Bad,51.2
2252,1971-09-23,Bad,51.2
2253,1971-09-23,Bad,51.2
2254,1971-09-23,Bad,51.2
2255,1971-09-23,Bad,51.2
2256,1971-09-23,Bad,51.2
2257,1995-02-21,Bad,27.8
2258,1995-02-21,Bad,27.8
2259,1995-02-21,Bad,27.8
2260,1995-02-21,Bad,27.8
2261,1995-02-21,Bad,27.8
2262,1995-02-21,Bad,27.8
2263,1995-02-21,Bad,27.8
2264,1970-06-25,Good,52.5
2265,1970-06-25,Good,52.5
2266,1970-06-25,Good,52.5
2267,1970-06-25,Good,52.5
2268,1970-06-25,Good,52.5
2269,1970-06-25,Good,52.5
2270,1970-06-25,Good,52.5
2271,1970-06-25,Good,52.5
2272,1970-06-25,Good,52.5
2273,1970-06-25,Good,52.5
2274,1972-07-27,Good,50.4
2275,1972-07-27,Good,50.4
2276,1972-07-27,Good,50.4
2277,1972-07-27,Good,50.4
2278,1972-07-27,Good,50.4
2279,1972-07-27,Good,50.4
2280,1972-07-27,Good,50.4
2281,1972-07-27,Good,50.4
2282,1982-01-23,Good,40.9
2283,1982-01-23,Good,40.9
2284,1982-01-23,Good,40.9
2285,1982-01-23,Good,40.9
2286,1982-01-23,Good,40.9
2287,1982-01-23,Good,40.9
2288,1982-01-23,Good,40.9
2289,1986-11-16,Good,36.1
2290,1986-11-16,Good,36.1
2291,1986-11-16,Good,36.1
2292,1986-11-16,Good,36.1
2293,1988-10-16,Good,34.2
2294,1989-03-08,Good,33.8
2295,1989-03-08,Good,33.8
2296,1989-03-08,Good,33.8
2297,1989-03-08,Good,33.8
2298,1994-04-26,Good,28.6
2299,1994-04-26,Good,28.6
2300,1994-04-26,Good,28.6
2301,1994-04-26,Good,28.6
2302,1994-04-26,Good,28.6
2303,1994-04-26,Good,28.6
2304,1994-04-26,Good,28.6
2305,1972-03-31,Good,50.7
2306,1977-08-13,Good,45.3
2307,1977-08-13,Good,45.3
2308,1977-08-13,Good,45.3
2309,1977-08-13,Good,45.3
2310,1990-12-04,Good,32.0
2311,1990-12-04,Good,32.0
2312,1990-12-04,Good,32.0
2313,1989-09-11,Good,33.3
2314,1989-09-11,Good,33.3
2315,1989-09-11,Good,33.3
2316,1989-09-11,Good,33.3
2317,1981-05-13,Bad,41.6
2318,1981-05-13,Bad,41.6
2319,1981-05-13,Bad,41.6
2320,1981-05-13,Bad,41.6
2321,1985-06-14,Good,37.5
2322,1985-06-14,Good,37.5
2323,1985-06-14,Good,37.5
2324,1985-06-14,Good,37.5
2325,1985-06-14,Good,37.5
2326,1985-06-14,Good,37.5
2327,1985-06-14,Good,37.5
2328,1985-06-14,Good,37.5
2329,1985-06-14,Good,37.5
2330,1985-06-14,Good,37.5
2331,1985-06-14,Good,37.5
2332,1993-12-06,Good,29.0
2333,1993-12-06,Good,29.0
2334,1993-12-06,Good,29.0
2335,1993-12-06,Good,29.0
2336,1993-12-06,Good,29.0
2337,1993-12-06,Good,29.0
2338,1993-12-06,Good,29.0
2339,1993-12-06,Good,29.0
2340,1994-02-03,Good,28.9
2341,1986-10-24,Good,36.1
2342,1985-10-11,Good,37.2
2343,1985-10-11,Good,37.2
2344,1985-10-11,Good,37.2
2345,1985-10-11,Good,37.2
2346,1985-10-11,Good,37.2
2347,1990-02-25,Good,32.8
2348,1990-02-25,Good,32.8
2349,1982-06-25,Bad,40.5
2350,1990-06-24,Good,32.5
2351,1990-04-09,Good,32.7
2352,1990-04-09,Good,32.7
2353,1990-04-09,Good,32.7
2354,1990-04-09,Good,32.7
2355,1990-04-09,Good,32.7
2356,1990-04-09,Good,32.7
2357,1990-04-09,Good,32.7
2358,1990-04-09,Good,32.7
2359,1990-04-09,Good,32.7
2360,1990-04-09,Good,32.7
2361,1979-11-23,Bad,43.1
2362,1979-11-23,Bad,43.1
2363,1993-08-18,Good,29.3
2364,1993-08-18,Good,29.3
2365,1993-08-18,Good,29.3
2366,1993-08-18,Good,29.3
2367,1993-08-18,Good,29.3
2368,1993-08-18,Good,29.3
2369,1993-08-18,Good,29.3
2370,1993-08-18,Good,29.3
2371,1993-08-18,Good,29.3
2372,1977-10-08,Good,45.2
2373,1980-06-15,Good,42.5
2374,1980-06-15,Good,42.5
2375,1980-06-15,Good,42.5
2376,1980-06-15,Good,42.5
2377,1980-06-15,Good,42.5
2378,1980-06-15,Good,42.5
2379,1980-06-15,Good,42.5
2380,1980-06-15,Good,42.5
2381,1980-06-15,Good,42.5
2382,1986-05-16,Good,36.6
2383,1993-08-17,Good,29.3
2384,1993-08-17,Good,29.3
2385,1993-08-17,Good,29.3
2386,1993-08-17,Good,29.3
2387,1985-02-12,Good,37.8
2388,1985-02-12,Good,37.8
2389,1985-02-12,Good,37.8
2390,1985-02-12,Good,37.8
2391,1985-02-12,Good,37.8
2392,1985-02-12,Good,37.8
2393,1985-02-12,Good,37.8
2394,1985-02-12,Good,37.8
2395,1982-08-01,Good,40.4
2396,1982-08-01,Good,40.4
2397,1982-08-01,Good,40.4
2398,1982-08-01,Good,40.4
2399,1982-08-01,Good,40.4
2400,1982-08-01,Good,40.4
2401,1982-08-01,Good,40.4
2402,1982-08-01,Good,40.4
2403,1982-08-01,Good,40.4
2404,1986-11-29,Good,36.0
2405,1986-11-29,Good,36.0
2406,1986-11-29,Good,36.0
2407,1986-11-29,Good,36.0
2408,1986-11-29,Good,36.0
2409,1986-02-23,Bad,36.8
2410,1986-02-23,Bad,36.8
2411,1986-02-23,Bad,36.8
2412,1986-02-23,Bad,36.8
2413,1986-02-23,Bad,36.8
2414,1986-02-23,Bad,36.8
2415,1986-02-23,Bad,36.8
2416,1986-02-23,Bad,36.8
2417,1986-02-23,Bad,36.8
2418,1988-06-27,Bad,34.5
2419,1988-06-27,Bad,34.5
2420,1988-10-18,Bad,34.2
2421,1988-10-18,Bad,34.2
2422,1988-10-18,Bad,34.2
2423,1988-10-18,Bad,34.2
2424,1988-10-18,Bad,34.2
2425,1981-06-17,Bad,41.5
2426,1981-06-17,Bad,41.5
2427,1981-06-17,Bad,41.5
2428,1990-03-03,Bad,32.8
2429,1990-03-03,Bad,32.8
2430,1990-03-03,Bad,32.8
2431,1991-10-12,Good,31.2
2432,1991-10-12,Good,31.2
2433,1991-10-12,Good,31.2
2434,1991-10-12,Good,31.2
2435,1980-07-16,Bad,42.4
2436,1992-12-23,Good,30.0
2437,1992-12-23,Good,30.0
2438,1992-12-23,Good,30.0
2439,1992-12-23,Good,30.0
2440,1992-12-23,Good,30.0
2441,1992-12-23,Good,30.0
2442,1992-12-23,Good,30.0
2443,1992-12-23,Good,30.0
2444,1992-12-23,Good,30.0
2445,1990-08-27,Bad,32.3
2446,1979-05-14,Good,43.6
2447,1979-05-14,Good,43.6
2448,1988-12-23,Bad,34.0
2449,1988-12-23,Bad,34.0
2450,1988-12-23,Bad,34.0
2451,1988-12-23,Bad,34.0
2452,1988-12-23,Bad,34.0
2453,1968-01-04,Good,54.9
2454,1968-01-04,Good,54.9
2455,1968-01-04,Good,54.9
2456,1968-01-04,Good,54.9
2457,1968-01-04,Good,54.9
2458,1968-01-04,Good,54.9
2459,1968-01-04,Good,54.9
2460,1968-01-04,Good,54.9
2461,1968-01-04,Good,54.9
2462,1968-01-04,Good,54.9
2463,1968-01-04,Good,54.9
2464,1987-09-22,Good,35.2
2465,1990-11-19,Bad,32.1
2466,1990-11-19,Bad,32.1
2467,1990-11-19,Bad,32.1
2468,1990-11-19,Bad,32.1
2469,1990-11-19,Bad,32.1
2470,1990-11-19,Bad,32.1
2471,1990-11-19,Bad,32.1
2472,1984-12-18,Good,38.0
2473,1984-12-18,Good,38.0
2474,1984-12-18,Good,38.0
2475,1984-12-18,Good,38.0
2476,1984-12-18,Good,38.0
2477,1984-12-18,Good,38.0
2478,1984-12-18,Good,38.0
2479,1984-12-18,Good,38.0
2480,1984-12-18,Good,38.0
2481,1984-09-09,Good,38.3
2482,1968-10-18,Good,54.2
2483,1968-10-18,Good,54.2
2484,1968-10-18,Good,54.2
2485,1968-10-18,Good,54.2
2486,1968-10-18,Good,54.2
2487,1968-10-18,Good,54.2
2488,1984-04-04,Good,38.7
2489,1983-04-08,Good,39.7
2490,1983-04-08,Good,39.7
2491,1986-05-12,Good,36.6
2492,1986-05-12,Good,36.6
2493,1986-05-12,Good,36.6
2494,1986-05-12,Good,36.6
2495,1986-05-12,Good,36.6
2496,1986-05-12,Good,36.6
2497,1981-08-12,Good,41.3
2498,1981-08-12,Good,41.3
2499,1981-08-12,Good,41.3
2500,1981-08-12,Good,41.3
2501,1981-08-12,Good,41.3
2502,1981-08-12,Good,41.3
2503,1981-08-12,Good,41.3
2504,1981-08-12,Good,41.3
2505,1981-08-12,Good,41.3
2506,1981-08-12,Good,41.3
2507,1992-01-02,Bad,30.9
2508,1992-01-02,Bad,30.9
2509,1992-01-02,Bad,30.9
2510,1992-01-02,Bad,30.9
2511,1992-01-02,Bad,30.9
2512,1992-01-02,Bad,30.9
2513,1992-01-02,Bad,30.9
2514,1992-01-02,Bad,30.9
2515,1975-02-17,Good,47.8
2516,1975-02-17,Good,47.8
2517,1975-02-17,Good,47.8
2518,1975-02-17,Good,47.8
2519,1975-02-17,Good,47.8
2520,1975-02-17,Good,47.8
2521,1975-02-17,Good,47.8
2522,1977-08-22,Good,45.3
2523,1977-08-22,Good,45.3
2524,1977-08-22,Good,45.3
2525,1977-08-22,Good,45.3
2526,1977-08-22,Good,45.3
2527,1977-08-22,Good,45.3
2528,1977-08-22,Good,45.3
2529,1979-04-16,Good,43.7
2530,1981-10-17,Good,41.2
2531,1981-10-17,Good,41.2
2532,1981-10-17,Good,41.2
2533,1981-10-17,Good,41.2
2534,1994-01-15,Good,28.9
2535,1994-01-15,Good,28.9
2536,1994-01-15,Good,28.9
2537,1994-10-24,Good,28.1
2538,1994-10-24,Good,28.1
2539,1994-10-24,Good,28.1
2540,1994-10-24,Good,28.1
2541,1994-10-24,Good,28.1
2542,1994-10-24,Good,28.1
2543,1994-10-24,Good,28.1
2544,1992-03-19,Good,30.7
2545,1992-03-19,Good,30.7
2546,1992-03-19,Good,30.7
2547,1992-03-19,Good,30.7
2548,1993-11-18,Bad,29.1
2549,1993-11-18,Bad,29.1
2550,1993-11-18,Bad,29.1
2551,1984-12-06,Bad,38.0
2552,1984-12-06,Bad,38.0
2553,1984-12-06,Bad,38.0
2554,1984-12-06,Bad,38.0
2555,1993-10-26,Bad,29.1
2556,1993-10-26,Bad,29.1
2557,1986-07-09,Bad,36.4
2558,1986-07-09,Bad,36.4
2559,1986-07-09,Bad,36.4
2560,1986-07-09,Bad,36.4
2561,1986-07-09,Bad,36.4
2562,1986-07-09,Bad,36.4
2563,1986-07-09,Bad,36.4
2564,1986-07-09,Bad,36.4
2565,1986-07-09,Bad,36.4
2566,1986-07-09,Bad,36.4
2567,1986-07-09,Bad,36.4
2568,1986-07-09,Bad,36.4
2569,1986-07-09,Bad,36.4
2570,1980-10-12,Good,42.2
2571,1980-10-12,Good,42.2
2572,1980-10-12,Good,42.2
2573,1980-10-12,Good,42.2
2574,1980-10-12,Good,42.2
2575,1980-10-12,Good,42.2
2576,1987-09-22,Good,35.2
2577,1987-09-22,Good,35.2
2578,1987-09-22,Good,35.2
2579,1987-09-22,Good,35.2
2580,1987-09-22,Good,35.2
2581,1987-09-22,Good,35.2
2582,1993-02-02,Good,29.9
2583,1993-02-02,Good,29.9
2584,1993-02-02,Good,29.9
2585,1993-02-02,Good,29.9
2586,1987-05-10,Good,35.6
2587,1987-05-10,Good,35.6
2588,1987-05-10,Good,35.6
2589,1987-05-10,Good,35.6
2590,1987-05-10,Good,35.6
2591,1979-06-15,Good,43.5
2592,1979-06-15,Good,43.5
2593,1982-10-19,Bad,40.2
2594,1987-09-19,Good,35.2
2595,1987-09-19,Good,35.2
2596,1987-09-19,Good,35.2
2597,1987-09-19,Good,35.2
2598,1987-09-19,Good,35.2
2599,1987-09-19,Good,35.2
2600,1988-05-14,Good,34.6
2601,1988-05-14,Good,34.6
2602,1988-05-14,Good,34.6
2603,1988-05-14,Good,34.6
2604,1988-05-14,Good,34.6
2605,1988-05-14,Good,34.6
2606,1989-11-29,Good,33.0
2607,1989-11-29,Good,33.0
2608,1989-11-29,Good,33.0
2609,1989-11-29,Good,33.0
2610,1989-11-29,Good,33.0
2611,1989-11-29,Good,33.0
2612,1989-11-29,Good,33.0
2613,1989-11-29,Good,33.0
2614,1989-11-29,Good,33.0
2615,1989-11-29,Good,33.0
2616,1989-11-29,Good,33.0
2617,1985-10-14,Good,37.2
2618,1994-05-13,Good,28.6
2619,1994-05-13,Good,28.6
2620,1994-05-13,Good,28.6
2621,1994-05-13,Good,28.6
2622,1994-05-13,Good,28.6
2623,1988-02-01,Good,34.9
2624,1988-02-01,Good,34.9
2625,1988-02-01,Good,34.9
2626,1988-02-01,Good,34.9
2627,1984-09-14,Good,38.2
2628,1984-09-14,Good,38.2
2629,1989-04-15,Bad,33.7
2630,1989-04-15,Bad,33.7
2631,1967-05-06,Good,55.6
2632,1967-05-06,Good,55.6
2633,1967-05-06,Good,55.6
2634,1988-05-15,Good,34.6
2635,1988-05-15,Good,34.6
2636,1988-05-15,Good,34.6
2637,1988-05-15,Good,34.6
2638,1988-05-15,Good,34.6
2639,1988-05-15,Good,34.6
2640,1988-05-15,Good,34.6
2641,1988-05-15,Good,34.6
2642,1988-05-15,Good,34.6
2643,1988-05-15,Good,34.6
2644,1988-05-15,Good,34.6
2645,1988-05-15,Good,34.6
2646,1988-05-15,Good,34.6
2647,1988-05-15,Good,34.6
2648,1983-02-06,Good,39.8
2649,1983-02-06,Good,39.8
2650,1986-05-21,Good,36.6
2651,1986-05-21,Good,36.6
2652,1986-05-21,Good,36.6
2653,1963-09-03,Good,59.3
2654,1963-09-03,Good,59.3
2655,1963-09-03,Good,59.3
2656,1963-09-03,Good,59.3
2657,1985-12-12,Bad,37.0
2658,1985-12-12,Bad,37.0
2659,1985-12-12,Bad,37.0
2660,1985-12-12,Bad,37.0
2661,1985-12-12,Bad,37.0
2662,1992-10-08,Good,30.2
2663,1992-10-08,Good,30.2
2664,1992-10-08,Good,30.2
2665,1992-10-08,Good,30.2
2666,1992-10-08,Good,30.2
2667,1992-10-08,Good,30.2
2668,1992-10-08,Good,30.2
2669,1992-10-08,Good,30.2
2670,1982-08-13,Bad,40.3
2671,1985-01-09,Good,37.9
2672,1982-08-05,Good,40.4
2673,1982-08-05,Good,40.4
2674,1982-08-05,Good,40.4
2675,1982-08-05,Good,40.4
2676,1982-08-05,Good,40.4
2677,1982-08-05,Good,40.4
2678,1982-08-05,Good,40.4
2679,1980-03-23,Good,42.7
2680,1985-03-01,Good,37.8
2681,1985-03-01,Good,37.8
2682,1985-03-01,Good,37.8
2683,1985-03-01,Good,37.8
2684,1985-03-01,Good,37.8
2685,1985-03-01,Good,37.8
2686,1990-01-15,Good,32.9
2687,1990-01-15,Good,32.9
2688,1990-01-15,Good,32.9
2689,1990-01-15,Good,32.9
2690,1990-01-15,Good,32.9
2691,1990-01-15,Good,32.9
2692,1990-01-15,Good,32.9
2693,1990-01-15,Good,32.9
2694,1990-01-15,Good,32.9
2695,1990-01-15,Good,32.9
2696,1990-01-15,Good,32.9
2697,1980-10-13,Good,42.2
2698,1980-10-13,Good,42.2
2699,1980-10-13,Good,42.2
2700,1980-10-13,Good,42.2
2701,1980-10-13,Good,42.2
2702,1980-10-13,Good,42.2
2703,1980-10-13,Good,42.2
2704,1984-03-22,Good,38.7
2705,1984-03-22,Good,38.7
2706,1984-03-22,Good,38.7
2707,1984-03-22,Good,38.7
2708,1984-03-22,Good,38.7
2709,1984-03-22,Good,38.7
2710,1984-03-22,Good,38.7
2711,1971-05-17,Good,51.6
2712,1971-05-17,Good,51.6
2713,1971-05-17,Good,51.6
2714,1987-02-27,Good,35.8
2715,1987-02-27,Good,35.8
2716,1987-02-27,Good,35.8
2717,1987-02-27,Good,35.8
2718,1987-02-27,Good,35.8
2719,1987-02-27,Good,35.8
2720,1987-02-22,Good,35.8
2721,1989-10-24,Good,33.1
2722,1973-04-26,Bad,49.6
2723,1973-04-26,Bad,49.6
2724,1995-06-13,Bad,27.5
2725,1995-06-13,Bad,27.5
2726,1995-06-13,Bad,27.5
2727,1995-06-13,Bad,27.5
2728,1978-08-16,Bad,44.3
2729,1973-10-13,Good,49.2
2730,1973-10-13,Good,49.2
2731,1973-10-13,Good,49.2
2732,1973-10-13,Good,49.2
2733,1973-10-13,Good,49.2
2734,1973-10-13,Good,49.2
2735,1973-10-13,Good,49.2
2736,1973-10-13,Good,49.2
2737,1973-10-13,Good,49.2
2738,1973-10-13,Good,49.2
2739,1973-10-13,Good,49.2
2740,1973-10-13,Good,49.2
2741,1993-05-04,Good,29.6
2742,1993-05-04,Good,29.6
2743,1993-05-04,Good,29.6
2744,1993-05-04,Good,29.6
2745,1993-05-04,Good,29.6
2746,1993-05-04,Good,29.6
2747,1993-05-04,Good,29.6
2748,1993-05-04,Good,29.6
2749,1993-05-04,Good,29.6
2750,1983-05-12,Good,39.6
2751,1983-05-12,Good,39.6
2752,1983-05-12,Good,39.6
2753,1983-05-12,Good,39.6
2754,1983-05-12,Good,39.6
2755,1983-05-12,Good,39.6
2756,1983-05-12,Good,39.6
2757,1983-05-12,Good,39.6
2758,1986-02-14,Bad,36.8
2759,1986-02-14,Bad,36.8
2760,1986-02-14,Bad,36.8
2761,1986-02-14,Bad,36.8
2762,1986-02-14,Bad,36.8
2763,1986-02-14,Bad,36.8
2764,1986-02-14,Bad,36.8
2765,1986-02-14,Bad,36.8
2766,1986-02-14,Bad,36.8
2767,1981-11-11,Good,41.1
2768,1981-11-11,Good,41.1
2769,1981-11-11,Good,41.1
2770,1981-11-11,Good,41.1
2771,1981-11-11,Good,41.1
2772,1981-11-11,Good,41.1
2773,1975-02-15,Good,47.8
2774,1975-02-15,Good,47.8
2775,1975-02-15,Good,47.8
2776,1985-04-17,Good,37.7
2777,1985-04-17,Good,37.7
2778,1988-02-18,Good,34.8
2779,1988-02-18,Good,34.8
2780,1988-02-18,Good,34.8
2781,1988-02-18,Good,34.8
2782,1988-02-18,Good,34.8
2783,1988-02-18,Good,34.8
2784,1994-12-10,Good,28.0
2785,1994-12-10,Good,28.0
2786,1994-12-10,Good,28.0
2787,1994-12-10,Good,28.0
2788,1994-12-10,Good,28.0
2789,1994-12-10,Good,28.0
2790,1994-12-10,Good,28.0
2791,1994-12-10,Good,28.0
2792,1994-12-10,Good,28.0
2793,1994-12-10,Good,28.0
2794,1982-11-08,Good,40.1
2795,1982-11-08,Good,40.1
2796,1982-11-08,Good,40.1
2797,1982-11-08,Good,40.1
2798,1982-11-08,Good,40.1
2799,1982-11-08,Good,40.1
2800,1982-11-08,Good,40.1
2801,1982-11-08,Good,40.1
2802,1988-05-27,Good,34.5
2803,1988-05-27,Good,34.5
2804,1988-05-27,Good,34.5
2805,1988-05-27,Good,34.5
2806,1988-05-27,Good,34.5
2807,1988-05-27,Good,34.5
2808,1988-05-27,Good,34.5
2809,1988-05-27,Good,34.5
2810,1988-05-27,Good,34.5
2811,1988-05-27,Good,34.5
2812,1988-05-27,Good,34.5
2813,1988-05-27,Good,34.5
2814,1988-05-27,Good,34.5
2815,1981-06-01,Good,41.5
2816,1981-06-01,Good,41.5
2817,1980-01-28,Good,42.9
2818,1980-01-28,Good,42.9
2819,1980-01-28,Good,42.9
2820,1980-01-28,Good,42.9
2821,1987-08-21,Good,35.3
2822,1987-08-21,Good,35.3
2823,1987-08-21,Good,35.3
2824,1987-08-21,Good,35.3
2825,1987-08-21,Good,35.3
2826,1987-08-21,Good,35.3
2827,1987-08-21,Good,35.3
2828,1987-08-21,Good,35.3
2829,1987-08-21,Good,35.3
2830,1988-03-30,Good,34.7
2831,1988-03-30,Good,34.7
2832,1988-03-30,Good,34.7
2833,1988-03-30,Good,34.7
2834,1988-03-30,Good,34.7
2835,1988-03-30,Good,34.7
2836,1989-03-30,Good,33.7
2837,1989-03-30,Good,33.7
2838,1989-03-30,Good,33.7
2839,1989-03-30,Good,33.7
2840,1989-03-30,Good,33.7
2841,1989-03-30,Good,33.7
2842,1989-03-30,Good,33.7
2843,1989-03-30,Good,33.7
2844,1989-03-30,Good,33.7
2845,1969-06-01,Good,53.5
2846,1969-06-01,Good,53.5
2847,1969-06-01,Good,53.5
2848,1969-06-01,Good,53.5
2849,1969-06-01,Good,53.5
2850,1969-06-01,Good,53.5
2851,1969-06-01,Good,53.5
2852,1969-06-01,Good,53.5
2853,1988-10-27,Good,34.1
2854,1988-10-27,Good,34.1
2855,1988-10-27,Good,34.1
2856,1990-09-12,Good,32.3
2857,1990-09-12,Good,32.3
2858,1990-09-12,Good,32.3
2859,1990-09-12,Good,32.3
2860,1990-09-12,Good,32.3
2861,1984-10-21,Good,38.1
2862,1984-10-21,Good,38.1
2863,1984-10-21,Good,38.1
2864,1984-10-21,Good,38.1
2865,1984-10-21,Good,38.1
2866,1984-10-21,Good,38.1
2867,1984-10-21,Good,38.1
2868,1984-10-21,Good,38.1
2869,1984-10-21,Good,38.1
2870,1984-10-21,Good,38.1
2871,1984-10-21,Good,38.1
2872,1980-12-10,Good,42.0
2873,1980-12-10,Good,42.0
2874,1980-12-10,Good,42.0
2875,1980-12-10,Good,42.0
2876,1980-12-10,Good,42.0
2877,1980-12-10,Good,42.0
2878,1980-12-10,Good,42.0
2879,1988-03-02,Good,34.8
2880,1988-03-02,Good,34.8
2881,1988-03-02,Good,34.8
2882,1988-03-02,Good,34.8
2883,1980-07-18,Good,42.4
2884,1980-07-18,Good,42.4
2885,1980-07-18,Good,42.4
2886,1980-07-18,Good,42.4
2887,1980-07-18,Good,42.4
2888,1980-07-18,Good,42.4
2889,1980-07-18,Good,42.4
2890,1980-07-18,Good,42.4
2891,1980-03-05,Good,42.8
2892,1980-03-05,Good,42.8
2893,1980-03-05,Good,42.8
2894,1980-03-05,Good,42.8
2895,1980-03-05,Good,42.8
2896,1980-03-05,Good,42.8
2897,1980-03-05,Good,42.8
2898,1990-10-28,Good,32.1
2899,1990-10-28,Good,32.1
2900,1990-10-28,Good,32.1
2901,1984-12-17,Good,38.0
2902,1984-12-17,Good,38.0
2903,1977-07-07,Good,45.4
2904,1977-07-07,Good,45.4
2905,1977-07-07,Good,45.4
2906,1977-07-07,Good,45.4
2907,1977-07-07,Good,45.4
2908,1977-07-07,Good,45.4
2909,1977-07-07,Good,45.4
2910,1977-07-07,Good,45.4
2911,1980-08-15,Good,42.3
2912,1980-08-15,Good,42.3
2913,1980-08-15,Good,42.3
2914,1980-08-15,Good,42.3
2915,1980-08-15,Good,42.3
2916,1980-08-15,Good,42.3
2917,1990-08-03,Good,32.4
2918,1990-08-03,Good,32.4
2919,1990-08-03,Good,32.4
2920,1984-07-07,Good,38.4
2921,1984-07-07,Good,38.4
2922,1984-07-07,Good,38.4
2923,1984-07-07,Good,38.4
2924,1984-07-07,Good,38.4
2925,1984-07-07,Good,38.4
2926,1984-07-07,Good,38.4
2927,1984-07-07,Good,38.4
2928,1984-07-07,Good,38.4
2929,1977-10-07,Good,45.2
2930,1977-10-07,Good,45.2
2931,1977-10-07,Good,45.2
2932,1977-10-07,Good,45.2
2933,1977-10-07,Good,45.2
2934,1977-10-07,Good,45.2
2935,1977-10-07,Good,45.2
2936,1989-02-03,Bad,33.9
2937,1989-02-03,Bad,33.9
2938,1989-02-03,Bad,33.9
2939,1989-02-03,Bad,33.9
2940,1989-02-03,Bad,33.9
2941,1989-02-03,Bad,33.9
2942,1990-09-10,Bad,32.3
2943,1990-09-10,Bad,32.3
2944,1990-09-10,Bad,32.3
2945,1990-09-10,Bad,32.3
2946,1990-09-10,Bad,32.3
2947,1990-09-10,Bad,32.3
2948,1983-11-17,Good,39.1
2949,1983-11-17,Good,39.1
2950,1983-11-17,Good,39.1
2951,1983-11-17,Good,39.1
2952,1983-11-17,Good,39.1
2953,1983-11-17,Good,39.1
2954,1983-11-17,Good,39.1
2955,1983-11-17,Good,39.1
2956,1983-11-17,Good,39.1
2957,1990-03-19,Bad,32.7
2958,1990-03-19,Bad,32.7
2959,1980-07-19,Good,42.4
2960,1980-07-19,Good,42.4
2961,1980-07-19,Good,42.4
2962,1980-07-19,Good,42.4
2963,1980-07-19,Good,42.4
2964,1989-05-12,Good,33.6
2965,1989-05-12,Good,33.6
2966,1989-05-12,Good,33.6
2967,1989-05-12,Good,33.6
2968,1989-05-12,Good,33.6
2969,1989-05-12,Good,33.6
2970,1989-05-12,Good,33.6
2971,1989-05-12,Good,33.6
2972,1989-05-12,Good,33.6
2973,1982-01-01,Good,40.9
2974,1982-01-01,Good,40.9
2975,1982-01-01,Good,40.9
2976,1989-07-17,Good,33.4
2977,1989-07-17,Good,33.4
2978,1989-07-17,Good,33.4
2979,1989-07-17,Good,33.4
2980,1992-08-14,Good,30.3
2981,1992-08-14,Good,30.3
2982,1987-07-07,Good,35.4
2983,1987-07-07,Good,35.4
2984,1987-07-07,Good,35.4
2985,1987-07-07,Good,35.4
2986,1987-07-07,Good,35.4
2987,1987-07-07,Good,35.4
2988,1988-11-09,Good,34.1
2989,1988-11-09,Good,34.1
2990,1988-11-09,Good,34.1
2991,1988-11-09,Good,34.1
2992,1988-11-09,Good,34.1
2993,1988-11-09,Good,34.1
2994,1988-11-09,Good,34.1
2995,1988-11-09,Good,34.1
2996,1988-11-09,Good,34.1
2997,1988-11-09,Good,34.1
2998,1988-11-09,Good,34.1
2999,1992-07-27,Good,30.4
3000,1984-09-09,Good,38.3
3001,1984-09-09,Good,38.3
3002,1984-09-09,Good,38.3
3003,1984-09-09,Good,38.3
3004,1984-09-09,Good,38.3
3005,1984-09-09,Good,38.3
3006,1981-10-06,Bad,41.2
3007,1981-10-06,Bad,41.2
3008,1993-11-23,Good,29.1
3009,1993-11-23,Good,29.1
3010,1993-11-23,Good,29.1
3011,1993-11-23,Good,29.1
3012,1993-11-23,Good,29.1
3013,1993-11-23,Good,29.1
3014,1993-11-23,Good,29.1
3015,1993-11-23,Good,29.1
3016,1993-11-23,Good,29.1
3017,1982-09-30,Good,40.2
3018,1982-09-30,Good,40.2
3019,1990-01-11,Bad,32.9
3020,1990-01-11,Bad,32.9
3021,1990-01-11,Bad,32.9
3022,1990-01-11,Bad,32.9
3023,1990-01-11,Bad,32.9
3024,1990-01-11,Bad,32.9
3025,1990-01-11,Bad,32.9
3026,1977-10-30,Good,45.1
3027,1977-10-30,Good,45.1
3028,1977-10-30,Good,45.1
3029,1989-06-08,Bad,33.5
3030,1981-02-21,Bad,41.8
3031,1981-02-21,Bad,41.8
3032,1981-02-21,Bad,41.8
3033,1981-02-21,Bad,41.8
3034,1981-02-21,Bad,41.8
